Book Title,Price,Link
Settling the Score (The Summer Games #1),44.91,../fiction_10/index.html
Icing (Aces Hockey #2),40.44,../childrens_11/index.html
The Torch Is Passed: A Harding Family Story,19.09,../religion_12/index.html
"The Mindfulness and Acceptance Workbook for Anxiety: A Guide to Breaking Free from Anxiety, Phobias, and Worry Using Acceptance and Commitment Therapy",23.89,../nonfiction_13/index.html
The Art Forger,40.76,../music_14/index.html
On a Midnight Clear,14.07,../default_15/index.html
Judo: Seven Steps to Black Belt (an Introductory Guide for Beginners),53.9,../science-fiction_16/index.html
"Shobu Samurai, Project Aryoku (#3)",29.06,../sports-and-games_17/index.html
Modern Romance,28.26,../add-a-comment_18/index.html
The White Queen (The Cousins' War #1),25.91,../fantasy_19/index.html
The Song of Achilles,37.4,../new-adult_20/index.html
The Immortal Life of Henrietta Lacks,40.67,../young-adult_21/index.html
The Dovekeepers,48.78,../science_22/index.html
More Than Music (Chasing the Dream #1),37.61,../poetry_23/index.html
Code Name Verity (Code Name Verity #1),22.13,../paranormal_24/index.html
Cell,20.29,../art_25/index.html
Angels Walking (Angels Walking #1),34.2,../psychology_26/index.html
"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer",56.48,../autobiography_27/index.html
A People's History of the United States,40.79,../parenting_28/index.html
A Brush of Wings (Angels Walking #3),55.51,../adult-fiction_29/index.html
Rook,37.86,../humor_30/index.html
The Midnight Watch: A Novel of the Titanic and the Californian,26.2,../horror_31/index.html
Unicorn Tracks,18.78,../history_32/index.html
"Saga, Volume 6 (Saga (Collected Editions) #6)",25.02,../food-and-drink_33/index.html
Princess Between Worlds (Wide-Awake Princess #5),13.34,../christian-fiction_34/index.html
Masks and Shadows,56.4,../business_35/index.html
Crown of Midnight (Throne of Glass #2),43.29,../biography_36/index.html
"Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3)",28.09,../thriller_37/index.html
A Court of Thorns and Roses (A Court of Thorns and Roses #1),52.37,../contemporary_38/index.html
Throne of Glass (Throne of Glass #1),35.07,../spirituality_39/index.html
The Glittering Court (The Glittering Court #1),44.28,../academic_40/index.html
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,../self-help_41/index.html
The Star-Touched Queen,46.02,../historical_42/index.html
The Hidden Oracle (The Trials of Apollo #1),52.26,../christian_43/index.html
The Bane Chronicles (The Bane Chronicles #1-11),44.73,../suspense_44/index.html
Island of Dragons (Unwanteds #7),29.65,../short-stories_45/index.html
Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3),37.51,../novels_46/index.html
City of Glass (The Mortal Instruments #3),56.02,../health_47/index.html
Searching for Meaning in Gailana,38.73,../politics_48/index.html
The Star-Touched Queen,32.3,../cultural_49/index.html
A Shard of Ice (The Black Symphony Saga #1),56.63,../erotica_50/index.html
King's Folly (The Kinsman Chronicles #1),39.61,../crime_51/index.html
Without Borders (Wanderlove #1),45.07,../../../tipping-the-velvet_999/index.html
The Mistake (Off-Campus #2),43.29,../../../tipping-the-velvet_999/index.html
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,../../../forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
The Hook Up (Game On #1),36.29,../../../forever-and-forever-the-courtship-of-henry-longfellow-and-fanny-appleton_894/index.html
Shameless,58.35,../../../a-flight-of-arrows-the-pathfinders-2_876/index.html
Off Sides (Off #1),39.45,../../../a-flight-of-arrows-the-pathfinders-2_876/index.html
The Requiem Red,22.65,../../../the-house-by-the-lake_846/index.html
Set Me Free,17.46,../../../the-house-by-the-lake_846/index.html
The Natural History of Us (The Fine Art of Pretending #2),45.22,../../../mrs-houdini_821/index.html
Obsidian (Lux #1),14.86,../../../mrs-houdini_821/index.html
Burning,28.81,../../../the-marriage-of-opposites_759/index.html
A Fierce and Subtle Poison,28.13,../../../the-marriage-of-opposites_759/index.html
Scarlett Epstein Hates It Here,43.55,../../../glory-over-everything-beyond-the-kitchen-house_696/index.html
"Nightingale, Sing",38.28,../../../glory-over-everything-beyond-the-kitchen-house_696/index.html
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,../../../love-lies-and-spies_622/index.html
Frostbite (Vampire Academy #2),29.99,../../../love-lies-and-spies_622/index.html
Wild Swans,14.36,../../../a-paris-apartment_612/index.html
Until Friday Night (The Field Party #1),46.31,../../../a-paris-apartment_612/index.html
This Is Where It Ends,27.12,../../../lilac-girls_597/index.html
The Darkest Lie,35.35,../../../lilac-girls_597/index.html
My Kind of Crazy,40.36,../../../the-constant-princess-the-tudor-court-1_493/index.html
Don't Get Caught,55.35,../../../the-constant-princess-the-tudor-court-1_493/index.html
Catching Jordan (Hundred Oaks),50.83,../../../the-invention-of-wings_448/index.html
Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),58.14,../../../the-invention-of-wings_448/index.html
The Epidemic (The Program 0.6),14.44,../../../world-without-end-the-pillars-of-the-earth-2_420/index.html
Stars Above (The Lunar Chronicles #4.5),48.05,../../../world-without-end-the-pillars-of-the-earth-2_420/index.html
The Most Perfect Thing: Inside (and Outside) a Bird's Egg,42.96,../../../the-passion-of-dolssa_351/index.html
Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,57.36,../../../the-passion-of-dolssa_351/index.html
Sorting the Beef from the Bull: The Science of Food Fraud Forensics,44.74,../../../girl-with-a-pearl-earring_322/index.html
Tipping Point for Planet Earth: How Close Are We to the Edge?,37.55,../../../girl-with-a-pearl-earring_322/index.html
"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",55.91,../../../voyager-outlander-3_299/index.html
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,28.41,../../../voyager-outlander-3_299/index.html
The Origin of Species,10.01,../../../the-red-tent_273/index.html
The Grand Design,13.76,../../../the-red-tent_273/index.html
Peak: Secrets from the New Science of Expertise,16.28,../../../the-last-painting-of-sara-de-vos_259/index.html
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,../../../the-last-painting-of-sara-de-vos_259/index.html
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,../../../the-guernsey-literary-and-potato-peel-pie-society_253/index.html
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,../../../the-guernsey-literary-and-potato-peel-pie-society_253/index.html
Seven Brief Lessons on Physics,30.6,../../../girl-in-the-blue-coat_160/index.html
The Selfish Gene,29.45,../../../girl-in-the-blue-coat_160/index.html
A Light in the Attic,51.77,page-2.html
The Black Maria,52.15,../../../../index.html
Shakespeare's Sonnets,20.66,../../../../index.html
Olio,23.88,../../books_1/index.html
You can't bury them all: Poems,33.63,../../books_1/index.html
Slow States of Collapse: Poems,57.31,../travel_2/index.html
Untitled Collection: Sabbath Poems 2014,14.27,../mystery_3/index.html
Poems That Make Grown Women Cry,14.19,../historical-fiction_4/index.html
Night Sky with Exit Wounds,41.05,index.html
salt.,46.78,../classics_6/index.html
"Quarter Life Poetry: Poems for the Young, Broke and Hangry",50.89,../philosophy_7/index.html
Out of Print: City Lights Spotlight No. 14,53.64,../romance_8/index.html
Les Fleurs du Mal,29.04,../womens-fiction_9/index.html
Howl and Other Poems,40.45,../fiction_10/index.html
Leave This Song Behind: Teen Poetry at Its Best,51.17,../childrens_11/index.html
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,../religion_12/index.html
The Crossover,38.77,../nonfiction_13/index.html
Booked,17.49,../music_14/index.html
Twenty Love Poems and a Song of Despair,30.95,../default_15/index.html
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,../science-fiction_16/index.html
Wall and Piece,44.18,../sports-and-games_17/index.html
Feathers: Displays of Brilliant Plumage,49.05,../add-a-comment_18/index.html
Art and Fear: Observations on the Perils (and Rewards) of Artmaking,48.63,../fantasy_19/index.html
The New Drawing on the Right Side of the Brain,43.02,../new-adult_20/index.html
History of Beauty,10.29,../young-adult_21/index.html
The Story of Art,41.14,../science_22/index.html
The Art Book,32.34,../poetry_23/index.html
Ways of Seeing,39.51,../paranormal_24/index.html
The Lucifer Effect: Understanding How Good People Turn Evil,10.4,../art_25/index.html
The Golden Condom: And Other Essays on Love Lost and Found,39.43,../psychology_26/index.html
It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,56.27,../autobiography_27/index.html
An Unquiet Mind: A Memoir of Moods and Madness,21.3,../parenting_28/index.html
"Thinking, Fast and Slow",21.14,../adult-fiction_29/index.html
Civilization and Its Discontents,59.95,../humor_30/index.html
8 Keys to Mental Health Through Exercise,31.04,../horror_31/index.html
The Argonauts,10.93,../history_32/index.html
M Train,27.18,../food-and-drink_33/index.html
Lab Girl,40.85,../christian-fiction_34/index.html
Approval Junkie: Adventures in Caring Too Much,58.81,../business_35/index.html
Running with Scissors,12.91,../biography_36/index.html
Me Talk Pretty One Day,57.6,../thriller_37/index.html
Lust & Wonder,11.87,../contemporary_38/index.html
Life Without a Recipe,59.04,../spirituality_39/index.html
A Heartbreaking Work of Staggering Genius,54.29,../academic_40/index.html
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,../self-help_41/index.html
Fifty Shades Freed (Fifty Shades #3),15.36,../historical_42/index.html
The Long Haul (Diary of a Wimpy Kid #9),44.07,../christian_43/index.html
Old School (Diary of a Wimpy Kid #10),11.83,../suspense_44/index.html
I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,25.98,../short-stories_45/index.html
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",14.75,../novels_46/index.html
Dress Your Family in Corduroy and Denim,43.68,../health_47/index.html
Toddlers Are A**holes: It's Not Your Fault,25.55,../politics_48/index.html
When You Are Engulfed in Flames,30.89,../cultural_49/index.html
Naked,31.69,../erotica_50/index.html
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,../crime_51/index.html
Holidays on Ice,51.07,../../../scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
Security,39.25,../../../scott-pilgrims-precious-little-life-scott-pilgrim-1_987/index.html
Follow You Home,21.36,../../../tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html
The Loney,23.4,../../../tsubasa-world-chronicle-2-tsubasa-world-chronicle-2_949/index.html
Pet Sematary,10.56,../../../this-one-summer_947/index.html
Doctor Sleep (The Shining #2),40.12,../../../this-one-summer_947/index.html
Psycho: Sanitarium (Psycho #1.5),36.97,../../../the-nameless-city-the-nameless-city-1_940/index.html
Can You Keep a Secret? (Fear Street Relaunch #4),48.64,../../../the-nameless-city-the-nameless-city-1_940/index.html
Red Dragon (Hannibal Lecter #1),23.37,../../../saga-volume-5-saga-collected-editions-5_923/index.html
Dracula the Un-Dead,35.63,../../../saga-volume-5-saga-collected-editions-5_923/index.html
Night Shift (Night Shift #1-20),12.75,../../../rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
Needful Things,47.51,../../../rat-queens-vol-3-demons-rat-queens-collected-editions-11-15_921/index.html
Misery,34.79,../../../princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html
It,25.01,../../../princess-jellyfish-2-in-1-omnibus-vol-01-princess-jellyfish-2-in-1-omnibus-1_920/index.html
'Salem's Lot,49.56,../../../pop-gun-war-volume-1-gift_918/index.html
The Stand,57.86,../../../pop-gun-war-volume-1-gift_918/index.html
The Girl with All the Gifts,49.47,../../../patience_916/index.html
House of Leaves,54.89,../../../patience_916/index.html
Sapiens: A Brief History of Humankind,54.23,../../../outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html
"Unbound: How Eight Technologies Made Us Human, Transformed Society, and Brought Our World to the Brink",25.52,../../../outcast-vol-1-a-darkness-surrounds-him-outcast-1_915/index.html
The Age of Genius: The Seventeenth Century and the Birth of the Modern Mind,19.73,../../../orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html
"Political Suicide: Missteps, Peccadilloes, Bad Calls, Backroom Hijinx, Sordid Pasts, Rotten Breaks, and Just Plain Dumb Mistakes in the Annals of American Politics",36.28,../../../orange-the-complete-collection-1-orange-the-complete-collection-1_914/index.html
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,../../../lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
Zealot: The Life and Times of Jesus of Nazareth,24.7,../../../lumberjanes-vol-2-friendship-to-the-max-lumberjanes-5-8_907/index.html
A Distant Mirror: The Calamitous 14th Century,14.58,../../../lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
1491: New Revelations of the Americas Before Columbus,21.8,../../../lumberjanes-vol-1-beware-the-kitten-holy-lumberjanes-1-4_906/index.html
Brilliant Beacons: A History of the American Lighthouse,11.45,../../../lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",44.48,../../../lumberjanes-vol-3-a-terrible-plan-lumberjanes-9-12_905/index.html
A Short History of Nearly Everything,52.4,../../../i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,../../../i-hate-fairyland-vol-1-madly-ever-after-i-hate-fairyland-compilations-1-5_899/index.html
Catherine the Great: Portrait of a Woman,58.55,../../../i-am-a-hero-omnibus-volume-1_898/index.html
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,../../../i-am-a-hero-omnibus-volume-1_898/index.html
The Hiding Place,55.91,../../../giant-days-vol-2-giant-days-5-8_895/index.html
America's War for the Greater Middle East: A Military History,51.22,../../../giant-days-vol-2-giant-days-5-8_895/index.html
The Guns of August,14.54,../../../danganronpa-volume-1_889/index.html
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,../../../danganronpa-volume-1_889/index.html
"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More",30.52,../../../codename-baboushka-volume-1-the-conclave-of-death_887/index.html
"The Pioneer Woman Cooks: Dinnertime: Comfort Classics, Freezer Food, 16-Minute Meals, and Other Delicious Ways to Solve Supper!",56.41,../../../codename-baboushka-volume-1-the-conclave-of-death_887/index.html
My Paris Kitchen: Recipes and Stories,33.37,../../../camp-midnight_886/index.html
"Mama Tried: Traditional Italian Cooking for the Screwed, Crude, Vegan, and Tattooed",14.02,../../../camp-midnight_886/index.html
"Layered: Baking, Building, and Styling Spectacular Cakes",40.11,page-2.html
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,../../../../index.html
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,../../../../index.html
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,../../books_1/index.html
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,../../books_1/index.html
The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth,28.77,../travel_2/index.html
"It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes",19.55,../mystery_3/index.html
Barefoot Contessa Back to Basics,28.01,../historical-fiction_4/index.html
Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again,50.62,../sequential-art_5/index.html
My Kitchen Year: 136 Recipes That Saved My Life,11.53,index.html
Everyday Italian: 125 Simple and Delicious Recipes,20.1,../philosophy_7/index.html
"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More",38.77,../romance_8/index.html
Cravings: Recipes for What You Want to Eat,20.5,../womens-fiction_9/index.html
"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York",12.34,../fiction_10/index.html
32 Yolks,53.63,../childrens_11/index.html
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,../religion_12/index.html
Redeeming Love,20.47,../nonfiction_13/index.html
Close to You,49.46,../music_14/index.html
Shadows of the Past (Logan Point #1),39.67,../default_15/index.html
Like Never Before (Walker Family #2),28.77,../science-fiction_16/index.html
Counted With the Stars (Out from Egypt #1),17.97,../sports-and-games_17/index.html
If I Run (If I Run #1),49.97,../add-a-comment_18/index.html
The Dirty Little Secrets of Getting Your Dream Job,33.34,../fantasy_19/index.html
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,../new-adult_20/index.html
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,../young-adult_21/index.html
Shoe Dog: A Memoir by the Creator of NIKE,23.99,../science_22/index.html
Made to Stick: Why Some Ideas Survive and Others Die,38.85,../poetry_23/index.html
Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two,43.14,../paranormal_24/index.html
The Art of Startup Fundraising,21.0,../art_25/index.html
Born for This: How to Find the Work You Were Meant to Do,21.59,../psychology_26/index.html
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,36.91,../autobiography_27/index.html
"Rich Dad, Poor Dad",51.74,../parenting_28/index.html
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,../adult-fiction_29/index.html
Rework,44.88,../humor_30/index.html
Louisa: The Extraordinary Life of Mrs. Adams,16.85,../horror_31/index.html
"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena",21.15,../history_32/index.html
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,39.55,../food-and-drink_33/index.html
Benjamin Franklin: An American Life,48.19,../christian-fiction_34/index.html
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,../business_35/index.html
In Her Wake,12.84,../biography_36/index.html
The Elephant Tree,23.82,../thriller_37/index.html
Behind Closed Doors,52.22,../contemporary_38/index.html
You (You #1),43.61,../spirituality_39/index.html
The Guilty (Will Robie #4),13.82,../academic_40/index.html
The 14th Colony (Cotton Malone #11),39.24,../self-help_41/index.html
Give It Back,18.32,../historical_42/index.html
Killing Floor (Jack Reacher #1),31.49,../christian_43/index.html
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,../suspense_44/index.html
Far From True (Promise Falls Trilogy #2),34.93,../short-stories_45/index.html
The Travelers,15.77,../novels_46/index.html
When We Collided,31.77,../health_47/index.html
Someone Like You (The Harrisons #2),52.79,../politics_48/index.html
We Are All Completely Beside Ourselves,24.04,../cultural_49/index.html
The Four Agreements: A Practical Guide to Personal Freedom,17.66,../erotica_50/index.html
The Activist's Tao Te Ching: Ancient Advice for a Modern Revolution,32.24,../crime_51/index.html
Chasing Heaven: What Dying Taught Me About Living,37.8,../../../the-secret-garden_413/index.html
If I Gave You God's Phone Number....: Searching for Spirituality in America,20.91,../../../the-secret-garden_413/index.html
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,46.33,../../../the-metamorphosis_409/index.html
A New Earth: Awakening to Your Life's Purpose,55.65,../../../the-metamorphosis_409/index.html
Logan Kade (Fallen Crest High #5.5),13.12,../../../the-pilgrims-progress_353/index.html
Online Marketing for Busy Authors: A Step-By-Step Guide,46.35,../../../the-pilgrims-progress_353/index.html
How to Be Miserable: 40 Strategies You Already Use,46.03,../../../the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html
"Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress",52.15,../../../the-hound-of-the-baskervilles-sherlock-holmes-5_348/index.html
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,12.08,../../../little-women-little-women-1_331/index.html
How to Stop Worrying and Start Living,46.49,../../../little-women-little-women-1_331/index.html
All the Light We Cannot See,29.87,../../../gone-with-the-wind_324/index.html
The Girl You Left Behind (The Girl You Left Behind #1),15.79,../../../gone-with-the-wind_324/index.html
(Un)Qualified: How God Uses Broken People to Do Big Things,54.0,../../../candide_316/index.html
Crazy Love: Overwhelmed by a Relentless God,47.72,../../../candide_316/index.html
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,../../../animal-farm_313/index.html
Silence in the Dark (Logan Point #4),58.33,../../../animal-farm_313/index.html
The Grownup,35.88,../../../wuthering-heights_307/index.html
Suzie Snowflake: One beautiful flake (a self-esteem story),54.81,../../../wuthering-heights_307/index.html
"The Bulletproof Diet: Lose up to a Pound a Day, Reclaim Energy and Focus, Upgrade Your Life",49.05,../../../the-picture-of-dorian-gray_270/index.html
"Eat Fat, Get Thin",54.07,../../../the-picture-of-dorian-gray_270/index.html
10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,49.71,../../../the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html
The Art and Science of Low Carbohydrate Living,52.98,../../../the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html
Libertarianism for Beginners,51.33,../../../beowulf_126/index.html
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,../../../beowulf_126/index.html
Equal Is Unfair: America's Misguided Fight Against Income Inequality,56.86,../../../and-then-there-were-none_119/index.html
Amid the Chaos,36.58,../../../and-then-there-were-none_119/index.html
Dark Notes,19.19,../../../the-story-of-hong-gildong_84/index.html
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,../../../the-story-of-hong-gildong_84/index.html
